class,synonym,clase,sinónimo
DOID:0111603,trismus-pseudocamptodactyly syndrome,DOID:0111603,Síndrome de trimus-pseudocamptodactilia
DOID:0111604,craniocarpotarsal dysplasia,DOID:0111604,Displasia craneocarpotarsal
DOID:0111604,craniocarpotarsal dystrophy,DOID:0111604,Distrófia craneocarpotarsal
DOID:0111604,whistling face syndrome,DOID:0111604,Síndrome de la cara silbante
DOID:0111604,whistling face-windmill vane hand syndrome,DOID:0111604,Síndrome de la cara silbante y manos en forma de veleta de molino de viento
DOID:0111605,DA2A,DOID:0111605,Artrogriposis distal tipo 2A
DOID:0111605,distal arthrogryposis type 2A (Freeman-Sheldon),DOID:0111605,Artrogriposis distal tipo 2A (Freeman-Sheldon)
DOID:0111607,DA3,DOID:0111607,Artrogriposis distal tipo A3
DOID:0111607,Gordon syndrome,DOID:0111607,Síndrome de Gordon
DOID:0111607,camptodactyly-cleft palate-clubfoot syndrome,DOID:0111607,Síndrome de camptodactilia-paladar hendido-pie zambo
DOID:0111607,distal arthrogryposis multiplex congenita type IIA,DOID:0111607,Artrogriposis distal tipo IIA multiplex congénita
DOID:0111608,DA5,DOID:0111608,Artrogriposis distal tipo 5
DOID:0111608,DAIIB,DOID:0111608,Artrogriposis distal tipo IIB
DOID:0111608,arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome,DOID:0111608,Síndrome de artrogriposis-limitación oculomotora-anomalías electrorretinianas
DOID:0111608,distal arthrogryposis type IIB,DOID:0111608,Artrogriposis distal tipo IIB
DOID:0111608,distal arthrogryposis with ophthalmoplegia,DOID:0111608,Artrogriposis distal con oftalmoplejía
DOID:0111608,oculomelic amyoplasia,DOID:0111608,Amioplasia oculomélica
DOID:0111609,DA6,DOID:0111609,Artrogriposis distal tipo 6
DOID:0111609,arthrogryposis and sensorineural deafness,DOID:0111609,Artrogriposis y sordera neurosensorial
DOID:0111609,arthrogryposis-like hand anomaly-sensorineural deafness syndrome,DOID:0111609,Síndrome de anomalía similar a artrogriposis en la ano y sordera neurosensorial
DOID:0111609,familial hand abnormality and sensori-neural deafness,DOID:0111609,Anomalía failiar en la mano y sordera neurosensorial
DOID:0111610,DA4,DOID:0111610,Artrogriposis distal tipo 4
DOID:0111610,DAIID,DOID:0111610,Artrogriposis distal tipo IID
DOID:0111610,arthrogryposis-severe scoliosis syndrome,DOID:0111610,Síndrome de atrogriposis-escoliosis severa
DOID:0111610,distal arthrogryposis type IID,DOID:0111610,Artrogriposis distal tipo IID
DOID:0111611,SCA24,DOID:0111611,Ataxia cerebelosa tipo 24
DOID:0111611,SCAR4,DOID:0111611,Ataxia cerebelosa Autosómica recesiva tipo 4
DOID:0111611,SCASI,DOID:0111611,Síndrome de intrusión sacádica atáxica
DOID:0111611,autosomal recessive cerebellar ataxia-saccadic intrusion syndrome,DOID:0111611,Síndrome de ataxia cerebelosa autosómica recesiva con intrusión sacádica
DOID:0111611,spinocerebellar ataxia 24,DOID:0111611,Ataxia espinocerebelosa tipo 24
DOID:0111611,spinocerebellar ataxia with saccadic intrusions,DOID:0111611,Ataxia espinocerebelosa con intrusiones sacádicas
DOID:0111612,SCABD,DOID:0111612,Ataxia espinocerebelosa autosómica recesiva tipo 3
DOID:0111612,SCAR3,DOID:0111612,Ataxia espinocerebelosa autosómica recesiva tipo 3
DOID:0111612,autosomal recessive spinocerebellar ataxia type 3,DOID:0111612,Ataxia espinocerebelosa autosómica recesiva tipo 3
DOID:0111612,autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome,DOID:0111612,Sindrome de ataxia espinocerebelosa autosómica recesiva-ceguera-sordera
DOID:0111612,autosomal recessive spinocerebellar ataxia-blindness-hearing loss syndrome,DOID:0111612,Síndrome de ataxia espinocerebelosa autosómica recesiva-ceguera-pérdida de la audición
DOID:0111613,SCAR23,DOID:0111613,Ataxia cerebelosa autosómica recesiva tipo 23
DOID:0111613,autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,DOID:0111613,Síndrome de ataxia cerebelosa-epilepsia-discapacidad intelectual autosómico recesivo debido a la deficiencia de TUD
DOID:0111614,SCAR22,DOID:0111614,Ataxia cerebelosa autosómica recesiva tipo 22
DOID:0111615,SCAR24,DOID:0111615,Ataxia cerebelosa autosómica recesiva tipo 24
DOID:0111616,SCAR27,DOID:0111616,Ataxia cerebelosa autosómica recesiva tipo 27
DOID:0111617,SCAR6,DOID:0111617,Ataxia cerebelosa autosómica recesiva tipo 6
DOID:0111617,autosomal recessive spinocerebellar ataxia type 6,DOID:0111617,Ataxia cerebelosa autosómica recesiva tipo 6
DOID:0111617,infantile-onset autosomal recessive nonprogressive cerebellar ataxia,DOID:0111617,Ataxia cerebelosa no progresiva autosómica recesiva de inicio infantil
DOID:0111618,ARCA1,DOID:0111618,Ataxia cerebelosa autosómica recesiva tipo 1
DOID:0111618,Autosomal recessive cerebellar ataxia type 1,DOID:0111618,Ataxia cerebelosa autosómica recesiva tipo 1
DOID:0111618,SCAR8,DOID:0111618,Ataxia cerebelosa autosómica recesiva tipo 8
DOID:0111618,SYNE1-related autosomal recessive cerebellar ataxia,DOID:0111618,Ataxia cerebelosa autosómica recesiva relacionada con SYNE1
DOID:0111618,"autosomal recessive ataxia, Beauce type",DOID:0111618,"Ataxia autosómica recesiva, tipo Beauce"
DOID:0111618,recessive ataxia of Beauce,DOID:0111618,Atacia recesiva de Beauce
DOID:0111619,"D,L-2-HGA",DOID:0111619,"Acidemia/Aciduria D,L-2-hidroxiglutárica"
DOID:0111619,"D,L-2-hydroxyglutaric acidemia",DOID:0111619,"Acidemia D,L-2-hidroxiglutárica"
DOID:0111619,"D,L-2-hydroxyglutaric aciduria",DOID:0111619,"Aciduria D,L-2-hidroxiglutárica"
DOID:0111619,"combined D,L-2-hydroxyglutaric aciduria",DOID:0111619,"Aciduria combinada D,L-2-hidrociglutárica"
DOID:0111619,combined D-2-hydroxyglutaric acidemia and L-2-hydroxyglutaric acidemia,DOID:0111619,Acidemia combinada D-2-hidrociglutárica y L-2-hidroxiglutárica
DOID:0111619,combined D-2-hydroxyglutaric aciduria and L-2-hydroxyglutaric aciduria,DOID:0111619,Aciduria combinada D-2-hidrociglutárica y L-2-hidroxiglutárica
DOID:0111620,CDPD,DOID:0111620,Distrofia Corneal y Sordera Perceptiva
DOID:0111620,CDPD1,DOID:0111620,Distrofia Corneal y Sordera Perceptiva 1
DOID:0111620,Harboyan syndrome,DOID:0111620,Síndrome de Harboyan
DOID:0111620,corneal dystrophy and perceptive deafness,DOID:0111620,Distrofia Corneal y Sordera Perceptiva
DOID:0111620,corneal dystrophy with progressive deafness,DOID:0111620,Distrofia Corneal y Sordera Progresiva
DOID:0111620,corneal endothelial dystrophy and perceptive deafness,DOID:0111620,Distrofia corneal endotelial y sordera perceptiva
DOID:0111621,Temtamy-Shalash syndrome,DOID:0111621,Síndrome de Temtamy-Shalash
DOID:0111621,craniofacial dysmorphism with ocular coloboma absent corpus callosum and aortic dilatation,DOID:0111621,"Displasia craneofacial con coloboma ocular, ausencia del cuerpo calloso y dilatación aórtica"
DOID:0111621,craniofacial dysmorphism-coloboma-corpus callosum agenesis syndrome,DOID:0111621,Sindrome de displasia craneofacial-coloboma-aégenesis del cuerpo calloso
DOID:0111621,"dysmorphism, corpus callosum agenesis and colobomas",DOID:0111621,"Displasia, agenesia del cuerpo calloso y colobomas"
DOID:0111622,ACTH-independent macronodular adrenocortical hyperplasia,DOID:0111622,Hiperplasia macronodular adrenocortical de ACTH-Independiente
DOID:0111622,AIMAH,DOID:0111622,Hiperplasia macronodular independiente de ACTH
DOID:0111622,Cushing syndrome due to macronodular adrenal hyperplasia,DOID:0111622,Sindrome de Cushing debido a hiperplasia suprarrenal macronodular
DOID:0111622,MMAD,DOID:0111622,Hiperplasia macronodular independiente de hormona adrenocorticotrópica
DOID:0111622,adrenocorticotropic hormone-independent macronodular adrenal hyperplasia,DOID:0111622,Hiperplasia adrenal macronodular independiente de la hormona adrenocorticotrópica
DOID:0111622,corticotropin-independent macronodular adrenal hyperplasia,DOID:0111622,Hiperplasia suprarrenal macronodular independiente de la corticotropina
DOID:0111622,massive macronodular adrenocortical disease,DOID:0111622,Enfermedad adrenocortical macronodular masiva
DOID:0111622,primary macronodular adrenal hyperplasia,DOID:0111622,Hiperplasia suprarrenal macronodular primaria
DOID:0111623,AIMAH1,DOID:0111623,Hiperplasia adrenal macronodular independiente de ACTH1
DOID:0111624,AIMAH2,DOID:0111624,Hiperplasia adrenal macronodular independiente de ACTH2
DOID:0111625,VMCKD,DOID:0111625,Enfermedad quística renal medular con variantes de la mwtilcisteína
DOID:0111625,congenital nephrosis-cerebral ventriculomegaly syndrome,DOID:0111625,Síndrome de nefrosis congénita con ventriculomegalia cerebral
DOID:0111625,cystic kidney disease with ventriculomegaly,DOID:0111625,Enfermedad quística renal con ventriculomegalia
DOID:0111625,ventriculomegaly with cystic kidney disease,DOID:0111625,Ventriculomegalia con enfermedad quística renal
DOID:0111626,D-glycerate kinase deficiency,DOID:0111626,Deficiencia de la quinasa D-glicerato
DOID:0111626,D-glyceric acidemia,DOID:0111626,Acidemia D-glicérica
DOID:0111626,D-glycericacidemia,DOID:0111626,D-gliceracidemia
DOID:0111626,deficiency of glycerate kinase,DOID:0111626,Deficiencia de la quinasa del glicerato
DOID:0111626,non ketotic hyperglycinemia syndrome,DOID:0111626,Síndrome de hiperglicinemia no cetótica
DOID:0111627,DOOR syndrome,DOID:0111627,Síndrome de DOOR
DOID:0111627,DOORS,DOID:0111627,"Síndrome de sordera, onicodistrofia, osteodistrofia y retraso mental"
DOID:0111627,autosomal recessive deafness-onychodystrophy syndrome,DOID:0111627,Síndromede sordera y onicodistrofia autosómica recesiva
DOID:0111627,deafness-onychodystrophy-osteodystrophy-intellectual disability syndrome,DOID:0111627,"Síndrome de sordera, onicodistrofia, osteodistrofia y retraso mental"
DOID:0111627,deafness-onychodystrophy-osteodystrophy-intellectual disability-seizures syndrome,DOID:0111627,"Sindrome de sordera, onicodistrofia, osteodistrofia, retraso mental y convulsiones"
DOID:0111627,deafness-onychoosteodystrophy-intellectual disability syndrome,DOID:0111627,"Síndromed de sordera, onicodistrofia, osteodistrofia y retraso mental"
DOID:0111628,DFNMYP,DOID:0111628,Sordera y miopía
DOID:0111628,deafness and myopia,DOID:0111628,Sordera y miopía
DOID:0111628,deafness and myopia syndrome,DOID:0111628,Síndrome de sordera y miopía
DOID:0111629,DPH deficiency,DOID:0111629,Deficiencia de DPH
DOID:0111629,DPYS deficiency,DOID:0111629,Deficiencia de DPYS
DOID:0111629,DPYSD,DOID:0111629,Deficiencia de DPYS
DOID:0111629,dihydropyrimidinuria,DOID:0111629,Dihidropirimidinuria
DOID:0111630,BPGM deficiency,DOID:0111630,Deficiencia de BPGM
DOID:0111630,DPGM deficiency,DOID:0111630,Deficiencia de DPGM
DOID:0111630,ECYT8,DOID:0111630,Eritrocitosis tipo 8
DOID:0111630,bisphosphoglycerate mutase deficiency,DOID:0111630,Deficiencia de mutasa de bisfosfoglicerato
DOID:0111630,bisphosphoglyceromutase deficiency,DOID:0111630,Deficiencia de bisfosfogliceromutasa
DOID:0111630,diphosphoglycerate mutase deficiency of erythrocyte,DOID:0111630,Deficiencia de mutasa de difosfoglicerato de eritrocitos
DOID:0111630,hemolytic anemia due to diphosphoglycerate mutase deficiency,DOID:0111630,Anemia hemolítica debido a deficiencia de mutasa de difosfoglicerato
DOID:0111631,ECYT7,DOID:0111631,Eritrocitosis tipo 7
DOID:0111631,alpha-globin type erythrocytosis,DOID:0111631,Eritrocitosis tipo alfa-globina
DOID:0111631,alpha-globin type polycythemia,DOID:0111631,Policitemia tipo alfa-globina
DOID:0111632,ECYT6,DOID:0111632,Eritrocitosis tipo 6
DOID:0111632,beta-globin type erythrocytosis,DOID:0111632,Eritrocitosis tipo beta-globina
DOID:0111632,beta-globin type polycythemia,DOID:0111632,Policitemia tipo beta-globina
DOID:0111634,DFNB99,DOID:0111634,Sordera autosómica recesiva 99
DOID:0111634,autosomal recessive deafness 99,DOID:0111634,Sordera autosómica recesiva 99
DOID:0111635,DFNB57,DOID:0111635,Sordera autosómica recesiva 57
DOID:0111635,autosomal recessive deafness 57,DOID:0111635,Sordera autosómica recesiva 57
DOID:0111636,DFNB113,DOID:0111636,Sordera autosómica recesiva 113
DOID:0111636,autosomal recessive deafness 113,DOID:0111636,Sordera autosómica recesiva 113
DOID:0111637,DFNB112,DOID:0111637,Sordera autosómica recesiva 112
DOID:0111637,autosomal recessive deafness 112,DOID:0111637,Sordera autosómica recesiva 112
DOID:0111638,DFNB100,DOID:0111638,Sordera autosómica recesiva 100
DOID:0111638,autosomal recessive deafness 100,DOID:0111638,Sordera autosómica recesiva 100
DOID:0111639,DFNB109,DOID:0111639,Sordera autosómica recesiva 109
DOID:0111639,autosomal recessive deafness 109,DOID:0111639,Sordera autosómica recesiva 109
DOID:0111640,DFNB111,DOID:0111640,Sordera autosómica recesiva 111
DOID:0111640,autosomal recessive deafness 111,DOID:0111640,Sordera autosómica recesiva 111
DOID:0111641,DFNB94,DOID:0111641,Sordera autosómica recesiva 94
DOID:0111641,autosomal recessive deafness 94,DOID:0111641,Sordera autosómica recesiva 94
DOID:0111642,DFNB114,DOID:0111642,Sordera autosómica recesiva 114
DOID:0111642,autosomal recessive deafness 114,DOID:0111642,Sordera autosómica recesiva 114
DOID:0111643,DFNB115,DOID:0111643,Sordera autosómica recesiva 115
DOID:0111643,autosomal recessive deafness 115,DOID:0111643,Sordera autosómica recesiva 115
DOID:0111644,DFNB110,DOID:0111644,Sordera autosómica recesiva 110
DOID:0111644,autosomal recessive deafness 110,DOID:0111644,Sordera autosómica recesiva 110
DOID:0111645,EPRPDC,DOID:0111645,Epilepsia Rolandica con incluída por ejercicio paroxística y calambre del escritor
DOID:0111645,RE-PED-WC,DOID:0111645,Epilepsia focal motora tipo rolandica y distonia inducida por ejercicio
DOID:0111645,Rolandic epilepsy with paroxysmal exercise-induced dystonia and writer's cramp,DOID:0111645,Epilepsia Rolandica con incluída por ejercicio paroxística y calambre del escritor
DOID:0111645,Rolandic-type focal motor epilepsy and exercise-induced dystonia,DOID:0111645,Epilepsia focal motora tipo rolandica y distonia inducida por ejercicio
DOID:0111647,SSPS,DOID:0111647,SSPS
DOID:0111647,eccrine tumors-ectodermal dysplasia,DOID:0111647,Tumores ecrinos-displasia extodérmica
DOID:0111647,keratosis palmoplantaris-cystic eyelids-hypodontia-hypotrichosis syndrome,DOID:0111647,Sindrome de hiperqueratosis palmoplantar-párpados cisticos-hipodoncia-hipotricosis
DOID:0111647,palmoplantar hyperkeratosis-cystic eyelids-hypodontia-hypotrichosis syndrome,DOID:0111647,Síndrome de hiperqueratosis palmoplantar-párpados cisticos-hipodoncia-hipotricosis
DOID:0111647,palmoplantar keratoderma-cystic eyelids-hypodontia-hypotrichosis syndrome,DOID:0111647,Síndrome de queratodermia palmoplantar-párpado císticos-hipodoncia-hipotricosis
DOID:0111648,ectopia lentis et pupillae,DOID:0111648,Ectopía lentis y pupilar
DOID:0111649,EEM syndrome,DOID:0111649,Sindrome EEM
DOID:0111649,EEMS,DOID:0111649,Sindrome EEM
DOID:0111649,ectodermal dysplasia-ectrodactyly-macular dystrophy syndrome,DOID:0111649,Sídrome de displasia ectodérmica-ectrodactilia-distrofia macular
DOID:0111650,ECTD13,DOID:0111650,Displasia ectodérmica 13
DOID:0111650,"ectodermal dysplasia 13, hair/tooth type",DOID:0111650,"Displasia ectodérmica 13, tipo pelo/diente"
DOID:0111651,ECTD15,DOID:0111651,Displasia ectodérmica 15
DOID:0111651,"ectodermal dysplasia 15, hypohidrotic/hair type",DOID:0111651,"Displasia ectodérmica 15, tipo hipohidrótico/pelo"
DOID:0111652,ECTD12,DOID:0111652,Displasia ectodérmica 12
DOID:0111652,"ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type",DOID:0111652,"Displasia ectodérmica 12, tipo hipohidrótico/pelo/diente/uñas"
DOID:0111653,ECTD11A,DOID:0111653,Displasia ectodérmica 11A
DOID:0111653,"ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant",DOID:0111653,"Displasia ectodérmica 11A, tipo hipohidrótico/pelo/diente, autosómica dominante"
DOID:0111654,ECTD11B,DOID:0111654,Displasia ectodérmica 11B
DOID:0111654,"ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive",DOID:0111654,"Displasia ectodérmica 11B, tipo hipohidrótico/pelo/diente, autosómica recesiva"
DOID:0111656,ECTD9,DOID:0111656,Displasia ectodérmica 9
DOID:0111656,"ectodermal dysplasia 9, hair/nail type",DOID:0111656,"Displasia ectodérmica 9, tipo pelo/uñas"
DOID:0111657,ECTD5,DOID:0111657,Displasia ectodérmica 5
DOID:0111657,"ectodermal dysplasia 5, hair/nail type",DOID:0111657,"Displasia ectodérmica 5, tipo pelo/uñas"
DOID:0111658,ECTD4,DOID:0111658,Displasia extodérmica 4
DOID:0111658,"ectodermal dysplasia 4, hair/nail type",DOID:0111658,"Displasia ectodérmica 4, tipo pelo/uñas"
DOID:0111659,ECTD6,DOID:0111659,Displasia ectodérmica 6
DOID:0111659,"ectodermal dysplasia 6, hair/nail type",DOID:0111659,"Displasia ectodérmica 6, tipo pelo/uñas"
DOID:0111660,ECTD7,DOID:0111660,Displasia exctodérmica 7
DOID:0111660,"ectodermal dysplasia 7, hair/nail type",DOID:0111660,"Displasia ectodérmica 7, tipo pelo/uñas"
DOID:0111661,ECTD8,DOID:0111661,Displasia ectodérmica 8
DOID:0111661,Fried's tooth and nail syndrome,DOID:0111661,Sindrome de Fried de dientes y uñas
DOID:0111661,"ectodermal dysplasia 8, hair/tooth/nail type",DOID:0111661,"Displasia ectodérmica 8, tipo pelo/diente/uñas"
DOID:0111662,ECTN14,DOID:0111662,Displasia ectodérmica 14
DOID:0111662,"ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis",DOID:0111662,"Displasia ectodérmica 14, tipo pelo/diente con o sin hipohidrosis"
DOID:0111663,ECTD10A,DOID:0111663,Displasia ectodérmica 10A
DOID:0111663,"ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant",DOID:0111663,"Displasia ectodérmica 10A, tipo hipohidrótico/pelo/uñas, autosómico dominante"
DOID:0111664,CST syndrome,DOID:0111664,Síndrome CST
DOID:0111664,Christ-Siemens-Touraine syndrome,DOID:0111664,Síndrome de Christ-Siemens-Touraine
DOID:0111664,ED1,DOID:0111664,Displasia ectodérmica 1
DOID:0111664,HED1,DOID:0111664,"Displasia ectodérmica 1, anhidrótica"
DOID:0111664,X-linked anhidrotic ectodermal dysplasia,DOID:0111664,Displasia etodérmica anhidrótica ligada al cromosoma X
DOID:0111664,XHED,DOID:0111664,Displasia ectodérmica hipohidrótica ligada al X
DOID:0111664,XLHED,DOID:0111664,Displasia ectodérmica hipohidrótica ligada al cromosoma
DOID:0111664,"ectodermal dysplasia 1, anhidrotic",DOID:0111664,"Displasia ectodérmica 1, anhidrótica"
DOID:0111664,"ectodermal dysplasia 1, hypohidrotic, X-linked",DOID:0111664,"Displasia ectodérmica 1, hipohidrótica, ligada al X"
DOID:0111664,"ectodermal dysplasia 1, hypohidrotic/hair/tooth type, X-linked",DOID:0111664,"Displasia ectodérmica 1, hipohidrótica/pelo/diente, ligada a X"
