class,label,definition,clase,etiqueta,definición,class_match
http://purl.obolibrary.org/obo/DOID_0110881,holoprosencephaly 1,A holoprosencephaly that has_material_basis_in variation in the chromosome region 21q22.3.,http://purl.obolibrary.org/obo/DOID_0110881,holoprosencefalia 1,Una holoprosencefalia que tiene_su_base_material_en la variación de la región cromosómica 21q22.3.,TRUE
http://purl.obolibrary.org/obo/DOID_0110916,hereditary spherocytosis type 1,A hereditary spherocytosis that has_material_basis_in an autosomal dominant mutation of the ANK1 gene on chromosome 8p11.21.,http://purl.obolibrary.org/obo/DOID_0110916,esferocitosis hereditaria tipo 1,Una esferocitosis hereditaria que tiene_su_base_material_en una mutación autosómica dominante del gen ANK1 en el cromosoma 8p11.21.,TRUE
http://purl.obolibrary.org/obo/DOID_12971,hereditary spherocytosis,"A congenital hemolytic anemia characterized by the production of red blood cells with a sphere shape, rather than the normal biconcave disk shape.",http://purl.obolibrary.org/obo/DOID_12971,esferocitosis hereditaria,"Anemia hemolítica congénita caracterizada por la producción de glóbulos rojos con forma de esfera, en lugar de la forma normal de disco bicóncavo.",TRUE
http://purl.obolibrary.org/obo/DOID_0110917,hereditary spherocytosis type 2,A hereditary spherocytosis that has_material_basis_in an autosomal dominant mutation of the SPTB gene on chromosome 14q23.3.,http://purl.obolibrary.org/obo/DOID_0110917,esferocitosis hereditaria tipo 2,Una esferocitosis hereditaria que tiene_su_base_material_en una mutación autosómica dominante del gen SPTB en el cromosoma 14q23.3.,TRUE
http://purl.obolibrary.org/obo/DOID_0110918,hereditary spherocytosis type 3,A hereditary spherocytosis that has_material_basis_in an autosomal dominant mutation of the SPTA1 gene on chromosome 1q23.1.,http://purl.obolibrary.org/obo/DOID_0110918,esferocitosis hereditaria tipo 3,Una esferocitosis hereditaria que tiene_su_base_material_en una mutación autosómica dominante del gen SPTA1 en el cromosoma 1q23.1.,TRUE
http://purl.obolibrary.org/obo/DOID_0110919,hereditary spherocytosis type 4,A hereditary spherocytosis that has_material_basis_in an autosomal dominant mutation of the SLC4A1 gene on chromosome 17q21.31.,http://purl.obolibrary.org/obo/DOID_0110919,esferocitosis hereditaria tipo 4,Una esferocitosis hereditaria que tiene_su_base_material_en una mutación autosómica dominante del gen SLC4A1 en el cromosoma 17q21.31.,TRUE
http://purl.obolibrary.org/obo/DOID_0110920,hereditary spherocytosis type 5,A hereditary spherocytosis that has_material_basis_in a mutation of the EPB42 gene on chromosome 15q15.2.,http://purl.obolibrary.org/obo/DOID_0110920,esferocitosis hereditaria tipo 5,Una esferocitosis hereditaria que tiene_su_base_material en una mutación del gen EPB42 en el cromosoma 15q15.2.,TRUE
http://purl.obolibrary.org/obo/DOID_0111066,congenital bile acid synthesis defect 5,"A congenital bile acid synthesis defect characterized by hepatomegaly, liver fibrosis and failure, splenomegaly, and elevated plasma levels of bile acid intermediates that has_material_basis_in homozygous mutation in the ABCD3 gene on chromosome 1p21.",http://purl.obolibrary.org/obo/DOID_0111066,defecto congénito de la síntesis de ácidos biliares 5,"Defecto congénito de la síntesis de ácidos biliares caracterizado por hepatomegalia, fibrosis e insuficiencia hepáticas, esplenomegalia y niveles plasmáticos elevados de intermediarios de ácidos biliares que tiene_su_base_material_en una mutación homocigota en el gen ABCD3 del cromosoma 1p21.",TRUE
http://purl.obolibrary.org/obo/DOID_0111067,congenital bile acid synthesis defect 6,"A congenital bile acid synthesis defect characterized by increased liver enzymes, decreased cholesterol, and increased serum and urine levels of bile acid intermediates that has_material_basis_in homozygous mutation in the ACOX2 gene on chromosome 3p14.",http://purl.obolibrary.org/obo/DOID_0111067,defecto congénito de la síntesis de ácidos biliares 6,"Defecto congénito de la síntesis de ácidos biliares caracterizado por un aumento de las enzimas hepáticas, una disminución del colesterol y un aumento de los niveles séricos y urinarios de intermediarios de ácidos biliares que tiene_su_base_material_en una mutación homocigota en el gen ACOX2 del cromosoma 3p14.",TRUE
http://purl.obolibrary.org/obo/DOID_0111068,congenital bile acid synthesis defect 4,"A congenital bile acid synthesis defect characterized by intrahepatic cholestasis, malabsorption of fat and fat-soluble vitamins, decreased serum cholesterol, and increased levels of THCA in bile, serum and urine that has_material_basis_in homozygous mutation in the AMACR gene on chromosome 5p13.",http://purl.obolibrary.org/obo/DOID_0111068,defecto congénito de la síntesis de ácidos biliares 4,"Defecto congénito de la síntesis de ácidos biliares caracterizado por colestasis intrahepática, malabsorción de grasas y vitaminas liposolubles, disminución del colesterol sérico y aumento de los niveles de THCA en la bilis, el suero y la orina que tiene_su_base_material_en una mutación homocigota en el gen AMACR del cromosoma 5p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0111069,congenital bile acid synthesis defect 2,"A congenital bile acid synthesis defect characterized by rapid progession of severe cholestatic liver disease, decreased levels of chenodeoxycholic acid and cholic acid in the serum and urine, and malabsorption of fat and fat-soluble vitamins that has_material_basis_in homozygous or compound heterozygous mutation in the AKR1D1 gene on chromosome 7q33.",http://purl.obolibrary.org/obo/DOID_0111069,defecto congénito de la síntesis de ácidos biliares 2,"Defecto congénito de la síntesis de ácidos biliares caracterizado por la rápida progresión de una enfermedad hepática colestásica grave, niveles disminuidos de ácido quenodesoxicólico y ácido cólico en suero y orina, y malabsorción de grasas y vitaminas liposolubles que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen AKR1D1 del cromosoma 7q33.",TRUE
http://purl.obolibrary.org/obo/DOID_0111070,congenital bile acid synthesis defect 3,"A congenital bile acid synthesis defect characterized by intrahepatic cholestasis, malabsorption of fat and fat-soluble vitamins, and increased serum bilirubin that has_material_basis_in homozygous mutation in the CYP7B1 gene on chromosome 8q12.",http://purl.obolibrary.org/obo/DOID_0111070,defecto congénito de la síntesis de ácidos biliares 3,"Defecto congénito de la síntesis de ácidos biliares caracterizado por colestasis intrahepática, malabsorción de grasas y vitaminas liposolubles y aumento de la bilirrubina sérica que tiene_su_base_material_en una mutación homocigota en el gen CYP7B1 del cromosoma 8q12.",TRUE
http://purl.obolibrary.org/obo/DOID_0111071,congenital bile acid synthesis defect 1,"A congenital bile acid synthesis defect characterized by progressive cholestatic liver disease, giant cell hepatitis, malabsorption of fat and fat-soluble vitamins, increased serum bilirubin and decreased serum cholesterol that has_material_basis_in homozygous or compound heterozygous mutation in the HSD3B7 gene on chromosome 16p.",http://purl.obolibrary.org/obo/DOID_0111071,defecto congénito de la síntesis de ácidos biliares 1,"Defecto congénito de la síntesis de ácidos biliares caracterizado por enfermedad hepática colestásica progresiva, hepatitis de células gigantes, malabsorción de grasas y vitaminas liposolubles, aumento de la bilirrubina sérica y disminución del colesterol sérico que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen HSD3B7 del cromosoma 16p.",TRUE
http://purl.obolibrary.org/obo/DOID_0111077,pyruvate kinase deficiency of red cells,A congenital nonspherocytic hemolytic anemia that has_material_basis_in homozygous or compound heterozygous mutation in the PKLR gene on chromosome 1q22.,http://purl.obolibrary.org/obo/DOID_0111077,deficiencia de piruvato quinasa de los glóbulos rojos,Una anemia hemolítica congénita no esferocítica que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen PKLR del cromosoma 1q22.,TRUE
http://purl.obolibrary.org/obo/DOID_2861,congenital nonspherocytic hemolytic anemia,NA,http://purl.obolibrary.org/obo/DOID_2861,anemia hemolítica congénita no esferocítica,NA,TRUE
http://purl.obolibrary.org/obo/DOID_0111080,Fanconi anemia complementation group V,A Fanconi anemia that has_material_basis_in homozygous mutation in the MAD2L2 gene on chromosome 1p36.,http://purl.obolibrary.org/obo/DOID_0111080,Anemia de Fanconi grupo de complementación V,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota en el gen MAD2L2 en el cromosoma 1p36.,TRUE
http://purl.obolibrary.org/obo/DOID_13636,Fanconi anemia,"A congenital hypoplastic anemia characterized by progressive pancytopenia with bone marrow failure, variable congenital malformations and predisposition to develop hematological or solid tumors. It is a result of a genetic defect in a cluster of proteins responsible for DNA repair.",http://purl.obolibrary.org/obo/DOID_13636,anemia de Fanconi,"Una anemia hipoplásica congénita caracterizada por una pancitopenia progresiva con insuficiencia de la médula ósea, malformaciones congénitas variables y predisposición a desarrollar tumores hematológicos o sólidos. Es el resultado de un defecto genético en un grupo de proteínas responsables de la reparación del ADN.",TRUE
http://purl.obolibrary.org/obo/DOID_0111081,Fanconi anemia complementation group T,A Fanconi anemia that has_material_basis_in compound heterozygous mutation in the UBE2T gene on chromosome 1q32.,http://purl.obolibrary.org/obo/DOID_0111081,Anemia de Fanconi grupo de complementación T,Una anemia de Fanconi que tiene_su_base_material_en mutación heterocigota compuesta en el gen UBE2T en el cromosoma 1q32.,TRUE
http://purl.obolibrary.org/obo/DOID_0111082,Fanconi anemia complementation group L,A Fanconi anemia that has_material_basis_in homozygous or compound heterozygous mutation in the PHF9 gene on chromosome 2p16.,http://purl.obolibrary.org/obo/DOID_0111082,Anemia de Fanconi grupo de complementación L,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen PHF9 del cromosoma 2p16.,TRUE
http://purl.obolibrary.org/obo/DOID_0111083,Fanconi anemia complementation group D2,A Fanconi anemia that has_material_basis_in compound heterozygous or homozygous mutation in the FANCD2 gene on chromosome 3p25.,http://purl.obolibrary.org/obo/DOID_0111083,Grupo de complementación de la anemia de Fanconi D2,Una anemia de Fanconi que tiene_su_base_material_en una mutación heterocigota u homocigota compuesta en el gen FANCD2 del cromosoma 3p25.,TRUE
http://purl.obolibrary.org/obo/DOID_0111084,Fanconi anemia complementation group E,A Fanconi anemia that has_material_basis_in homozygous mutation in the FANCE gene on chromosome 6p22-p21.,http://purl.obolibrary.org/obo/DOID_0111084,Anemia de Fanconi grupo de complementación E,Una anemia de Fanconi que tiene_su_base_material_en mutación homocigota en el gen FANCE en el cromosoma 6p22-p21.,TRUE
http://purl.obolibrary.org/obo/DOID_0111085,Fanconi anemia complementation group U,A Fanconi anemia that has_material_basis_in homozygous mutation in the XRCC2 gene on chromosome 7q36.,http://purl.obolibrary.org/obo/DOID_0111085,Anemia de Fanconi grupo de complementación U,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota en el gen XRCC2 en el cromosoma 7q36.,TRUE
